1,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Make the common case fast. Simplicity and regularity is better. Reduced instruction set and registers. Make compromise for good design.,3
2,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,The memory consumed must be smallest with smallest instruction set. ,3
3,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simple is better. Common case should be faster.,3
4,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simpler is faster. Smaller is faster. Maintain its agreements.,3
5,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,In this instructions are minimized and achieve more accuracy. ,3
6,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simpler is faster. Less registers and memory addresses usage will be less complex.,3
7,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simple is faster. Reduce instruction set computing. ,3
8,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,MIPS RISC design principles work on big endian.,3
9,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Smaller is better. Limited number of registers and instructions. High performance. ,3
10,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Smaller is faster. Easy common case execution as it lets instructions have intermediates.,3
11,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,MIPS follows Big Endian format. Each instruction in MIPS is 32 bits. ,3
12,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,It is simple instruction set. It has fixed instruction format. Follows big endian byte ordering. ,3
13,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,MIPS are based on million instruction pipelined stages and rise is on simpler instructions. MIPS instructions are more simplified. ,3
14,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simple and elegant design. Reduced and simple instructions. Compromises are made to achieve perfection. Everything handled with 32 bit registers. ,3
15,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Make it simple. Make the common code faster. ,3
16,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Smaller instructions. Faster but difficult to code. Smaller instruction means higher performance. ,3
17,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Keep instruction as simple as possible. Every register is 32 bits. Keep minimum number of instructions. ,3
18,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simple hardware can be implemented faster. Good compromise is needed. Optimize the common case. Minimize number of instructions.,3
19,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Alignment of code. Ordering of code. Microprocessor interlocking. ,3
20,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,It is always written in read and write form. Memory is always addressable. ,3
21,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,It should be simple. It should have less build instructions. Same instruction formats should be followed. ,3
22,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simplicity over complexity. Easy to use. ,3
23,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Short and easily executable. Faster instruction. ,3
24,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simple instruction. Aligned memory addressing. Combining simple functions to perform complex tasks. ,3
25,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simpler is better. ,3
26,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,MIPS design principle is less instructions or less number of register used more efficient will be the code where a RISC state we can have as many instructions as possible. ,3
27,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simpler is better. Simplifying has its compromises. ,3
28,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Less instructions. Simple. ,3
29,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simple and small instructions. Faster to execute. ,3
30,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simple instructions. Simple to execute. Reduced set of instructions. ,3
31,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Make simple and less instructions. Make the common case fast. ,3
32,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Smaller program is better. Lesser instructions. Simpler instructions. Make the common case faster. ,3
33,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simplicity and fewer instructions each instruction of 32 bit. Most used comparison cases are easy to use. No unnecessary instructions. ,3
34,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Smaller is faster. Fewer instruction commands. Simple code. Less instructions. ,3
35,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simplicity favors regularity. Smaller is better. Good design requires good compromise. Make the common case good. ,3
36,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Make the common case fast. Simplicity and regularity is better. Reduced instruction set and registers. Make compromise for good design. ,3
37,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Common case faster. Smaller is faster. Simplicity In design. ,3
38,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simplicity defines regularity. Make the common case fast. Smaller instruction set. Can compromise on design. ,3
39,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simpler and faster. Smaller instructions. Common case is faster. ,3
40,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simplicity favors regularity. Smaller is faster. Make the common case fast. Good design demands good compromise. ,3
41,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Only three type of instructions. Few and fixed number of instructions. Make the common case fast. Operands are stored in registers and immediate load into instructions. ,3
42,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simplicity is regularity. Make common case faster. Smaller is better. Complex operations require compromise. ,3
43,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simpler is better. Smaller is faster. Make common case faster. Make compromise for good design. ,3
44,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,It makes the common case fast. The simplicity maintains regularity. Smaller is faster. Consistent Design. ,3
45,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,It maintains stability through fewer formats and fixed instructions sizes. Simpler is faster because of small instructions and faster execution. It makes the common case fast. ,3
46,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,The smaller is faster. The better design demand compromise. The simplicity favour regularity. ,3
47,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,"Simpler is better because instructions are simple. Smaller is faster since size of each instruction in MIPS have less bits, Registers all can be located using 5 bits. It makes the common case faster by speeding up the most commonly used instruction to aim more speed. ",3
48,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,"It makes the common case faster. The simpler it is the faster it is. It reduces the instruction, because less registers used and the faster the program is. ",3
49,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,The simplicity favours regularity. The good design demands good compromise. It makes the common case faster. ,3
50,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,The simplicity forms regularity. The good design demands good compromise. The smaller it is the faster it is. ,3
51,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Same size instructions; easier to decode. Same general format of instructions. Lesser instructions lessor instruction set for codes. Breakdwon of big instructions into memore little instructions. Limited flexibility to avoid complexities. General addressing techniques to make most of resources. ,3
52,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,"MIPS: Multiple Instructions per second, no of instructions more. RISC: Reduced Instruction per second, no of instruction less. ",3
53,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simple instruction set. Use register to execution. Small and fast execution. ,3
54,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Try to fit an instruction in the smallest possible format. Rformat is given priority. Instructions should be simple. No wastage of memory space. ,3
55,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Operand sizes. Memory alignment. Big Endian Byte Ordering. Register Addressing. ,3
56,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simple is faster. ,3
57,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Minimum number of instructions. Less is faster. ,3
58,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Simplicity maintains regularity. Few statements and formats. Arithmetic and load/store operations computations is fast. ,3
59,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Reduced instructions. Easier to code. Small instructions. ,3
60,Simpler design increases performance. Smaller is faster. Good design demands good compromise. Make the common cases faster.,Least number of instructions. Least number of registers used. ,3
